tweet_id,text,intent,multi_issue,context_required,note,confidence,final_intent,final_multi_issue,final_context_required,reviewer_note,reviewed
2739462,"@applesupport Help! This activation lock randomly popped up on my iPhone 6 last night. I know my Apple ID but I forgot my password. If I reset my password on iTunes, will it wreck my phone? I’m the original owner of the phone and it wasn’t stolen. Why did this pop up?! https://t.co/zLCnEWFzbI",ACCOUNT_LOGIN,No,No,Explicit activation lock plus forgotten Apple ID password.,0.9,ACCOUNT_LOGIN,No,No,Explicitly describes an activation lock plus a forgotten Apple ID password.,yes
2743083,After a year of heavy use my 2016 MacBook Pro keys are getting loose/wiggly. Not liking it... ⌘ key has been hit or miss as well. I end up typing C instead of ⌘C many times per day. Its driving me nuts! // @AppleSupport,HARDWARE_REPAIR,No,No,Physical keyboard keys loosening/wearing out after a year of use.,0.85,HARDWARE_REPAIR,No,No,"Loose, worn keyboard keys after a year of use are a physical hardware defect.",yes
2747320,@AppleSupport I know. But why doesn’t it turn off when I turn it off from the pull up? The icon doesn’t even continue to be shown it’s sneaky and wrong.,CONTEXT_REQUIRED,No,Yes,"References an unnamed toggle ('it') not turning off from Control Center; likely NETWORK_CONNECTIVITY based on common thread pattern, but not confirmed here.",0.6,CONTEXT_REQUIRED,No,Yes,References an unnamed toggle ('it') not turning off from Control Center.,yes
2751129,"Just lost ALL 20,000 pictures that were on my phone.. how's your night going?🙃 screw you @AppleSupport",APPLE_SERVICE_ISSUE,No,No,"Large-scale photo loss (20,000 photos); likely iCloud Photos related, but cause is unstated -- ambiguous with DEVICE_PERFORMANCE.",0.5,APPLE_SERVICE_ISSUE,No,No,"Losing all 20,000 photos points to an iCloud Photos sync/service failure.",yes
2774365,@AppleSupport Thank you so much 😊,CONTEXT_REQUIRED,No,Yes,'Thank you so much' -- pure acknowledgement.,0.95,CONTEXT_REQUIRED,No,Yes,'Thank you so much' is a pure acknowledgement with no issue content.,yes
2801490,@123765 @115858 @AppleSupport @116333 @781522 @TwitterSupport @12 #iPhone8Plus でもbugる https://t.co/AyASUxqDNd,UNKNOWN_ESCALATE,No,No,Extremely terse mixed-language fragment ('even bugs out') with a long mention chain; genuinely unclear.,0.35,UNKNOWN_ESCALATE,No,No,Extremely terse mixed-language fragment with a long mention chain is genuinely unclear.,yes
2833085,@AppleSupport Stuck on progress bar and won't go to login screen. It's running MacOS either Sierra or the newest one out. Tried safe booting and all those tricks and nothing,DEVICE_PERFORMANCE,No,No,"Mac stuck on a progress bar during boot, unresponsive to standard fixes; no explicit update causation stated.",0.65,DEVICE_PERFORMANCE,No,No,A Mac stuck on the boot progress bar even after safe-boot attempts is a performance failure.,yes
2870745,"Thanks @115858  @AppleSupport my 6+ worked great until the last couple updates, now barely loads ANYTHING.  #seeyounexttuesday",IOS_UPDATE_ISSUE,No,No,Explicit causation: worked great 'until the last couple updates.',0.85,IOS_UPDATE_ISSUE,No,No,Barely loading anything is explicitly tied to 'the last couple updates.',yes
2893421,"After continuous #update releases for #iphone8 #iphoneX, my #iPhone6 has been behaving like #dumb #phone. Hanging, slowness &amp; bad performance issues I’m facing now..@115858 @AppleSupport @2310 @116333 You should provide free replacement of iPhone before launching the update",IOS_UPDATE_ISSUE,No,No,Hanging/slowness/performance issues explicitly tied to 'continuous update releases.',0.8,IOS_UPDATE_ISSUE,No,No,"Hanging, slowness, and performance issues are all explicitly blamed on continuous update releases.",yes
2910520,@AppleSupport can I get confirmation on this before I open please. ? https://t.co/VGuFjmtxMN,CONTEXT_REQUIRED,No,Yes,Asks for confirmation on an unnamed 'this' before 'opening' something.,0.75,CONTEXT_REQUIRED,No,Yes,Asks for confirmation on an unnamed 'this' before taking an unspecified action.,yes
2921566,@AppleSupport I finally got a reply to my DM. Thanks!,CONTEXT_REQUIRED,No,Yes,'Finally got a reply to my DM. Thanks!' -- pure follow-up.,0.9,CONTEXT_REQUIRED,No,Yes,'Finally got a reply to my DM. Thanks!' is a pure follow-up with no issue content.,yes
2926421,@AppleSupport Is there a Messages (on a Mac) outage today?,APPLE_SERVICE_ISSUE,No,No,Asking about a possible Messages service outage on Mac.,0.75,APPLE_SERVICE_ISSUE,No,No,"Asks whether there's a Messages outage on Mac, a service-status question.",yes
2926521,"@809705 @AppleSupport Sounds similar! What have you tried? I've signed out and signed back in (many times), I reset NVRAM, I delete .plist items, I deleted encryption keys and tokens from Keychain (all with restarts in between). I can sign back in no problem, just can't message from the laptop.",APPLE_SERVICE_ISSUE,No,No,"Extensive troubleshooting shows sign-in itself succeeds; the actual unresolved problem is Messages not working on the laptop, i.e. a service/app functionality issue rather than login.",0.7,APPLE_SERVICE_ISSUE,No,No,Extensive troubleshooting shows sign-in succeeds; the unresolved problem is Messages not working on the laptop.,yes
2962917,@AppleSupport DM sent,CONTEXT_REQUIRED,No,Yes,'DM sent' -- pure follow-up.,0.9,CONTEXT_REQUIRED,No,Yes,'DM sent' is a pure follow-up with no issue content.,yes
